AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0113SX20325,BARNET,30,527030,188790,2,1 Driver/Rider,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20325,BARNET,30,527030,188790,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20326,BARNET,30,520810,195250,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20327,BARNET,30,522390,190580,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20327,BARNET,30,522390,190580,2,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20327,BARNET,30,522390,190580,3,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20328,BARNET,30,522730,189070,1,3 Pedestrian,2 Female,25-59,44,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0113SX20329,BARNET,30,522280,189130,1,3 Pedestrian,2 Female,60+,74,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113SX20330,BARNET,30,519260,191600,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20332,BARNET,30,528160,194590,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20335,BARNET,30,525360,190860,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20336,BARNET,30,523060,188620,1,3 Pedestrian,1 Male,25-59,35,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0113SX20337,BARNET,30,522040,188030,1,2 Passenger,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20339,BARNET,30,522440,190630,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113SX20340,BARNET,30,523020,187470,1,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20341,BARNET,30,527010,189890,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20343,BARNET,30,526950,191970,1,3 Pedestrian,1 Male,0-15,13,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0113SX20344,BARNET,30,526310,192560,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20347,BARNET,30,526960,189970,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20348,BARNET,30,524800,189400,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20349,BARNET,30,523729,189450,1,1 Driver/Rider,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20349,BARNET,30,523729,189450,2,2 Passenger,2 Female,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20350,BARNET,30,528320,193410,1,3 Pedestrian,2 Female,60+,84,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113SX20351,BARNET,30,522440,195800,2,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20351,BARNET,30,522440,195800,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20354,BARNET,30,523210,188140,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20355,BARNET,30,527470,193820,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20356,BARNET,30,520610,191030,1,3 Pedestrian,1 Male,0-15,9,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0113SX20357,BARNET,30,525990,192410,1,3 Pedestrian,2 Female,0-15,4,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0113SX20359,BARNET,30,528280,191180,1,3 Pedestrian,2 Female,25-59,47,1,2 Serious,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
0113SX20360,BARNET,30,526430,193920,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20361,BARNET,30,519480,192080,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113SX20362,BARNET,30,528160,194050,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113SX20363,BARNET,30,525690,188470,1,1 Driver/Rider,1 Male,60+,87,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0113SX20364,BARNET,30,524430,186170,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20365,BARNET,30,525740,195850,1,1 Driver/Rider,1 Male,60+,62,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20366,BARNET,30,525970,189030,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20370,BARNET,30,526240,191930,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20371,BARNET,30,526680,187400,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113SX20373,BARNET,30,522850,187330,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20374,BARNET,30,526350,196110,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20375,BARNET,30,524610,191090,2,2 Passenger,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20375,BARNET,30,524610,191090,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20376,BARNET,30,525630,191220,1,3 Pedestrian,2 Female,16-24,22,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113SX20377,BARNET,30,525740,187240,1,3 Pedestrian,2 Female,25-59,59,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0113SX20378,BARNET,30,525000,196120,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20379,BARNET,30,529110,194240,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20380,BARNET,30,521650,188490,1,3 Pedestrian,1 Male,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113SX20382,BARNET,30,521550,192160,1,1 Driver/Rider,1 Male,25-59,49,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20383,BARNET,30,521080,191020,1,3 Pedestrian,1 Male,0-15,12,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0113SX20384,BARNET,30,525980,192530,2,2 Passenger,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20384,BARNET,30,525980,192530,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20385,BARNET,30,524620,186250,2,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20385,BARNET,30,524620,186250,1,2 Passenger,2 Female,60+,73,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20387,BARNET,30,524420,186190,1,1 Driver/Rider,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20388,BARNET,30,526400,191990,1,3 Pedestrian,2 Female,0-15,10,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0113SX20389,BARNET,30,523710,195560,2,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20389,BARNET,30,523710,195560,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20391,BARNET,30,525190,189250,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20391,BARNET,30,525190,189250,2,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20392,BARNET,30,522780,187510,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20393,BARNET,30,524620,186260,2,2 Passenger,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20393,BARNET,30,524620,186260,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20393,BARNET,30,524620,186260,3,2 Passenger,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20394,BARNET,30,523960,189570,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20395,BARNET,30,523430,196380,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20396,BARNET,30,525970,191100,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0113SX20397,BARNET,30,524060,185930,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20398,BARNET,30,527350,195000,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20399,BARNET,30,525060,190520,2,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20399,BARNET,30,525060,190520,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20400,BARNET,30,525930,190160,3,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20400,BARNET,30,525930,190160,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20400,BARNET,30,525930,190160,2,2 Passenger,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20401,BARNET,30,527570,192230,1,1 Driver/Rider,1 Male,Unknown,0,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113SX20402,BARNET,30,520330,190170,1,1 Driver/Rider,1 Male,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20405,BARNET,30,525600,187300,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20406,BARNET,30,525140,187430,1,3 Pedestrian,1 Male,16-24,24,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113SX20407,BARNET,30,522460,187680,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20408,BARNET,30,527280,189450,1,3 Pedestrian,1 Male,0-15,12,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0113SX20409,BARNET,30,524190,188270,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20410,BARNET,30,520090,190510,1,3 Pedestrian,1 Male,25-59,33,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0113SX20411,BARNET,30,525100,188860,1,2 Passenger,1 Male,0-15,9,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0113SX20412,BARNET,30,521010,192780,2,2 Passenger,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113SX20412,BARNET,30,521010,192780,1,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113SX20413,BARNET,30,523710,187870,2,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20413,BARNET,30,523710,187870,1,1 Driver/Rider,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20414,BARNET,30,524620,186240,1,3 Pedestrian,1 Male,16-24,20,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113SX20415,BARNET,30,522040,188300,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20416,BARNET,30,528150,191320,1,1 Driver/Rider,1 Male,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113SX20416,BARNET,30,528150,191320,2,2 Passenger,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113SX20417,BARNET,30,526380,192620,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20420,BARNET,30,524480,196800,1,1 Driver/Rider,1 Male,60+,65,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20420,BARNET,30,524480,196800,2,2 Passenger,2 Female,60+,70,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20421,BARNET,30,527140,188940,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113SX20422,BARNET,30,521250,189180,1,3 Pedestrian,2 Female,60+,80,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0113SX20423,BARNET,30,520380,190780,1,3 Pedestrian,1 Male,0-15,8,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
0113SX20424,BARNET,30,520350,191510,1,2 Passenger,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20425,BARNET,30,528130,191330,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113SX20426,BARNET,30,524820,189400,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20426,BARNET,30,524820,189400,2,2 Passenger,2 Female,60+,60,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20427,BARNET,30,522080,193210,1,3 Pedestrian,1 Male,25-59,57,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0113SX20428,BARNET,30,520783,195084,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20428,BARNET,30,520783,195084,2,2 Passenger,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20428,BARNET,30,520783,195084,3,2 Passenger,1 Male,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20429,BARNET,30,526310,190120,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20429,BARNET,30,526310,190120,2,3 Pedestrian,1 Male,16-24,24,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0113SX20431,BARNET,30,525720,190310,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20432,BARNET,30,520910,195360,1,1 Driver/Rider,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20434,BARNET,30,526930,196130,1,2 Passenger,2 Female,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,5 Taxi, 
0113SX20435,BARNET,30,524050,191500,2,2 Passenger,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20435,BARNET,30,524050,191500,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20436,BARNET,30,521010,190400,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113SX20437,BARNET,30,524580,194280,1,3 Pedestrian,1 Male,0-15,12,1,3 Slight,10 Unknown,1 From Drivers N/Side,1 Pedestrian, 
0113SX20438,BARNET,30,524420,186800,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20440,BARNET,30,521100,192730,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20442,BARNET,30,521580,192340,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20443,BARNET,30,521360,192050,1,1 Driver/Rider,2 Female,25-59,52,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0113SX20444,BARNET,30,526140,190690,1,2 Passenger,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20445,BARNET,30,524800,189010,1,2 Passenger,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20446,BARNET,30,525170,187300,1,3 Pedestrian,2 Female,25-59,31,1,3 Slight,02 Crossing Road In Zig-Zag App,1 From Drivers N/Side,1 Pedestrian, 
0113SX20447,BARNET,30,524590,195680,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20448,BARNET,30,527700,191260,1,2 Passenger,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113SX20450,BARNET,30,523840,186370,1,1 Driver/Rider,1 Male,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20451,BARNET,30,526110,188990,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113SX20452,BARNET,30,528610,194230,1,1 Driver/Rider,2 Female,60+,90,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20453,BARNET,30,524570,190190,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20455,BARNET,30,526350,196130,1,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20457,BARNET,30,527660,193950,1,3 Pedestrian,1 Male,25-59,25,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0113SX20458,BARNET,30,524800,189080,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20459,BARNET,30,524010,186200,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20460,BARNET,30,523030,189880,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113SX20461,BARNET,30,524810,189400,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113SX20464,BARNET,30,526320,194430,1,1 Driver/Rider,2 Female,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113SX20465,BARNET,30,522930,188580,1,1 Driver/Rider,1 Male,16-24,18,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20468,BARNET,30,524800,189260,1,1 Driver/Rider,2 Female,60+,74,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20469,BARNET,30,523590,187940,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20470,BARNET,30,528350,193230,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113SX20470,BARNET,30,528350,193230,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113SX20471,BARNET,30,526340,194220,1,3 Pedestrian,2 Female,60+,82,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113SX20471,BARNET,30,526340,194220,2,3 Pedestrian,2 Female,60+,74,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0113SX20472,BARNET,30,522310,191360,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20473,BARNET,30,521460,188720,1,2 Passenger,2 Female,60+,77,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20475,BARNET,30,520740,189660,2,2 Passenger,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20475,BARNET,30,520740,189660,3,2 Passenger,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20475,BARNET,30,520740,189660,1,2 Passenger,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20476,BARNET,30,522950,188500,1,3 Pedestrian,1 Male,25-59,32,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0113SX20479,BARNET,30,527490,192610,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20480,BARNET,30,521950,188160,1,3 Pedestrian,2 Female,25-59,43,1,2 Serious,10 Unknown,3 From Drivers O/Side,1 Pedestrian, 
0113SX20481,BARNET,30,521370,191060,2,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113SX20481,BARNET,30,521370,191060,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113SX20482,BARNET,30,524620,186250,1,2 Passenger,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20483,BARNET,30,523970,189540,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20483,BARNET,30,523970,189540,2,2 Passenger,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20485,BARNET,30,524620,186250,1,1 Driver/Rider,1 Male,25-59,38,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0113SX20486,BARNET,30,524340,195620,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20488,BARNET,30,527110,195630,1,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20489,BARNET,30,527290,189100,1,3 Pedestrian,2 Female,25-59,50,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113SX20490,BARNET,30,526400,194020,1,2 Passenger,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20491,BARNET,30,519180,192850,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20492,BARNET,30,524030,188390,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20494,BARNET,30,524540,187840,1,1 Driver/Rider,1 Male,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113SX20495,BARNET,30,522400,189710,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20495,BARNET,30,522400,189710,2,3 Pedestrian,2 Female,25-59,25,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0113SX20498,BARNET,30,521010,192790,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20498,BARNET,30,521010,192790,2,2 Passenger,2 Female,60+,60,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20499,BARNET,30,523740,190020,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20500,BARNET,30,520890,189470,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20501,BARNET,30,519520,192820,1,3 Pedestrian,1 Male,0-15,7,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0113SX20503,BARNET,30,522660,188950,1,1 Driver/Rider,1 Male,60+,66,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20505,BARNET,30,523210,189380,1,3 Pedestrian,1 Male,25-59,27,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113SX20506,BARNET,30,521740,192260,2,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20506,BARNET,30,521740,192260,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20507,BARNET,30,527240,192970,1,2 Passenger,2 Female,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20507,BARNET,30,527240,192970,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113SX20509,BARNET,30,522610,187320,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113SX20509,BARNET,30,522610,187320,2,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113SX20510,BARNET,30,520885,195282,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113SX20511,BARNET,30,525050,189410,2,2 Passenger,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
